"生产日期
Production Date","内部机型
Internal Model","类型
Type","总部
HQ","主板板型
Mainboard model",MODELO+PCB,"组件号
MB part number","总BOM数量
Material QTY","手插件数
Hi material QTY","手插率
Hand insertion rate","芯片方案
Chip Solution",内置TCON,"液晶屏物料号
LCD Part No.","液晶屏型号描述
LCD Description","液晶面板
SKD panel","屏幕厂家
LCD Brand","屏接口类型
LCD interface type",TOOL,TOOL SW,"转接板
Converter",TCON,FFC,"通用远程拾音板
MIC Board","远程拾音线
MIC cable","多合一端子板（非远程拾音）
all-in-one board（non MIC）","多合一端子板连接线
all-in-one board cable",备注/Remarks,配套远程拾音板,WiFi模块,WiFi模块描述,,,
2025/2/20,40A40QUF,3 IN 1,JiangMen,53011,40A40QUF53011,420995,671,19,2.83%,主控IC\MT9026PAATAB\TP\JK\ROH,是,420911,液晶屏\JHD400K1F01-T0L1\S0\GM\ROH\广,液晶屏面板\V400HJB-P03-CG\GM\ROH,群创(INX),1*68pin(Mini LVDS),MINI LVDS,Mini20,ZH-MINI-FHD-68_1_1,/,68pin(1250761),,,,,,,1306668,WIFI模块\MT7920TU_FT20\ROH,,,
2025/2/20,50Q60QUF,3 IN 1,HuangDao,53401,50Q60QUF53401,423824,647,27,4.17%,MT9026EAATBC,是,419852,液晶屏\HD500H1U92-T0LH\S0\GM\ROH,液晶屏面板\CV500U5-L04-V02\GM\ROH,彩虹光电(CHOT),1*60pin(PTP),4K VB1,/,11479,/,60pin(FB0301018427),,,,,the jig is the same as 13684,,1306668,WIFI模块\MT7920TU_FT20\ROH,,,
2025/2/20,75U85QUA,REFLOW,HuangDao,52073,75U85QUA52073,419023,/,/,/,主控IC\MT9655BAATAC\TP,是,420614,液晶屏\HD750K6U72-T0L1\S0\GM\ROH,液晶屏面板\HV750QUB-E93\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"418234
TCON-ZJ贴片单元\RSAG2.908.52975TP\ROH",68pin(1250761),"333401
远程拾音MIC板组件\RSAG2.908.12678\ROH","1410998
高速信号线\FFC-L-10-KP-760-Z4\760\ROH",,,"增加DP、重低音、天空音、环绕音功能
add bass/Ceiling sound/Surround sound/DP
RKP",,,,,,
2025/2/20,55U85QUA,REFLOW,HuangDao,52073,55U85QUA52073,423934,/,/,/,主控IC\MT9655BAATAC\TP,是,419829,液晶屏\HD550K6U71-T0L1\S0\GM\ROH,液晶屏面板\HV550QUB-E12\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"419318
TCON-ZJ贴片单元\RSAG2.908.52975-01TP\ROH",68pin(1250761),"423277
拾音MIC板组件\RSAG2.908.53001-01\ROH","1411453
高速信号线\FFC-L-10KP-530-Z2\530\ROH",,,"增加DP、重低音、天空音、环绕音功能
add bass/Ceiling sound/Surround sound/DP
RKP",,,,,,
2025/2/27,75Q60QUF,REFLOW,HuangDao,13538,75Q60QUF13538,422168,/,/,/,MT9026EAATBC,是,421380,液晶屏\HD750K1U41-T0L5B1\S0\GM\ROH,液晶屏面板\JR745R3HD0Y\GM\ROH,夏普(SDP),1*68pin(PTP),4K VB1,/,11477,"418778
TCON-ZJ贴片单元\RSAG2.908.52995TP\ROH",68pin(1250761),,,,,,"417379
拾音MIC板组件\RSAG2.908.52894\ROH",1306668,WIFI模块\MT7920TU_FT20\ROH,,,
2025/2/27,85U85QUA,REFLOW,HuangDao,52073,85U85QUA52073,419555,/,/,/,,是,419383,液晶屏\HD850K6U51-T0L1\S0\GM\ROH,液晶屏面板\T850QVN07.1\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"421288
TCON-ZJ贴片单元\RSAG2.908.52972-01TP\ROH",68pin(1250761),"333401
远程拾音MIC板组件\RSAG2.908.12678\ROH","1412214
高速信号线\FFC-L-10-KP-1060-Z5\1060",,,"增加DP、重低音、天空音、环绕音功能
add bass/Ceiling sound/Surround sound/DP","417379
拾音MIC板组件\RSAG2.908.52894\ROH",1263279,WIFI模块\TX7921AU64T\ROH,,,
2025/2/27,65U85QUA,REFLOW,HuangDao,52073,65U85QUA52073,419023,/,/,/,主控IC\MT9655BAATAC\TP,是,418048,液晶屏\HD650K6U51-T0L1\S0\GM\ROH,液晶屏面板\T650QVN12.0\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"418411
TCON-ZJ贴片单元\RSAG2.908.52972TP\ROH",68pin(1250761),"333401
远程拾音MIC板组件\RSAG2.908.12678\ROH","1411109
高速信号线\FFC-L-10-KP-620-Z3\620\ROH",,,"增加DP、重低音、天空音、环绕音功能
add bass/Ceiling sound/Surround sound/DP
RKP","417379
拾音MIC板组件\RSAG2.908.52894\ROH",1263279,WIFI模块\TX7921AU64T\ROH,,,
2025/2/27,85U61QUF,REFLOW,HuangDao,52936,85U61QUF52936,420110,/,/,/,主控IC\MT9025GAFTAB\TP\ROH,是,421853,液晶屏\HD850H3U51-T0L3B1\S0\GM\ROH,液晶屏面板\T850QVN03.7\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"413340
TCON-ZJ贴片单元\RSAG2.908.13222-01TP\ROH",68pin(1250761),,,,,"增加重低音
add bass","417379
拾音MIC板组件\RSAG2.908.52894\ROH",,,,,
2025/2/27,55U75QUA,REFLOW,HuangDao,52999,55U75QUA52999,419237,/,/,/,主控IC\MT9655BAATAC\TP,是,421067,液晶屏\HD550J3U71-T0L2\S0\GM\ROH,液晶屏面板\HV550QUB-E12\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"419318
TCON-ZJ贴片单元\RSAG2.908.52975-01TP\ROH",68pin(1250761),"333401
远程拾音MIC板组件\RSAG2.908.12678\ROH","1412101
高速信号线\FFC-L-10-KP-510-Z4\510\ROH",,,"增加重低音、环绕音功能
add bass/surround sound
RKP","417379
拾音MIC板组件\RSAG2.908.52894\ROH",1263279,WIFI模块\TX7921AU64T\ROH,,,
2025/2/27,65U61QUF,REFLOW,HuangDao,52936,65U61QUF52936,420110,/,/,/,主控IC\MT9025GAFTAB\TP\ROH,是,422121,液晶屏\HD650J3U61-T0L4\S1\GM\ROH,液晶屏面板\PT650GT02-A\GM\ROH,惠科(HKC),1*68pin(PTP),4K VB1,/,11477,"420733
TCON-ZJ贴片单元\RSAG2.908.53128TP\ROH",68pin(1250761),,,,,"增加重低音
add bass","417379
拾音MIC板组件\RSAG2.908.52894\ROH",,,,,
2025/2/27,75U61QUF,REFLOW,HuangDao,52936,75U61QUF52936,420110,/,/,/,主控IC\MT9025GAFTAB\TP\ROH,是,424315,液晶屏\HD750J3U63-T0L6\S1\GM\ROH,液晶屏面板\PT750GT02-8\GM\ROH,惠科(HKC),1*68pin(PTP),4K VB1,/,11477,"418234
TCON-ZJ贴片单元\RSAG2.908.52975TP\ROH",68pin(1250761),,,,,"增加重低音
add bass","417379
拾音MIC板组件\RSAG2.908.52894\ROH",1263279,WIFI模块\TX7921AU64T\ROH,,,
2025/2/27,75M550MUF,REFLOW,HuangDao,13538,75M550MUF13538,411025,/,/,/,MT9026EAATBC,是,410729,液晶屏\HD750H3U72-T0LXKTB1\S0\GM\ROH,液晶屏面板\HV750QUB-F92\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"333442
TCON-ZJ贴片单元\RSAG2.908.12360-05TP\ROH",68pin(1250761),,,,,"增加重低音
add bass","417379
拾音MIC板组件\RSAG2.908.52894\ROH",,,,,
2025/2/27,100U75QUA,REFLOW,HuangDao,52999,100U75QUA52999,419399,/,/,/,主控IC\MT9655BAATAC\TP,否,421630,液晶屏\HD100J3U73-TAL2\S0\GM\ROH,液晶屏面板\HF100QUB-E22 Rev2.0\GM\ROH,京东方(BOE),41pin+51pin(VB1),4K VB1,/,/,/,41pin(1220743)+51pin(FB0301004900),"333401
远程拾音MIC板组件\RSAG2.908.12678\ROH","1284679
条形连接线\GHX-11Y-10Y-900-H\ROH",,,"增加重低音、环绕音功能、陀螺仪
add bass/surround sound/gyroscope
RKP","417379
拾音MIC板组件\RSAG2.908.52894\ROH",,,,,
2025/2/27,55A60QUV,3 IN 1,HuangDao,53061,55A60QUV53061,421312,571,27,4.73%,主控IC\MT9603BAATAC\TP\ROH,是,423958,液晶屏\HD550K1U51-T0L3\S0\GM\ROH,液晶屏面板\T550QVN10.0\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"305807
TCON-ZJ贴片单元\RSAG2.908.11133-13TP\ROH",68pin(1250761),,,"425567
转接板组件\RSAG2.908.51470-08\ROH","1413096
高速信号线\FFC-T-30KP-320-Z4-1\320\ROH",Welded heat sink,,,,,,
2025/2/27,55Q72QUV,REFLOW,HuangDao,13538,55Q72QUV13538,424133,/,/,/,MT9603EAATAC,是,424752,液晶屏\HD550J3U51-T0L5\S1\GM\ROH,液晶屏面板\T550QVN10.0\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"418027
TCON-ZJ贴片单元\RSAG2.908.51831-2TP\ROH",68pin(1250761),"424716
转接板组件\RSAG2.908.13888-16\ROH
远场遥控板wifi多合一板","1410211
高速信号线\FFC-T-30KP-664-Z4\664\ROH
四合一小板线",,,,,1263279,WIFI模块\TX7921AU64T\ROH,,,
2025/2/27,65Q72QUV,REFLOW,HuangDao,13538,65Q72QUV13538,424133,/,/,/,MT9603EAATAC,是,424096,液晶屏\HD650J3U52-T0L5\S1\GM\ROH,液晶屏面板\T650QVN07.5\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"417414
TCON-ZJ贴片单元\RSAG2.908.51831-01TP\ROH",68pin(1250761),"424716
转接板组件\RSAG2.908.13888-16\ROH
远场遥控板wifi多合一板","1411034
高速信号线\FFC-T-30-KP-710-Z4\710
6-遥控按键wifi远场线",,,,,1306668,WIFI模块\MT7920TU_FT20\ROH,,,
2025/2/27,65U61QUA,REFLOW,HuangDao,52936,65U61QUA52936,420943,/,/,/,MT9618GADTAB,是,422119,液晶屏\HD650J3U61-T0L4\S0\GM\ROH,液晶屏面板\PT650GT02-A\GM\ROH,惠科(HKC),1*68pin(PTP),4K VB1,/,11477,"420733
TCON-ZJ贴片单元\RSAG2.908.53128TP\ROH",68pin(1250761),"333401
远程拾音MIC板组件\RSAG2.908.12678\ROH","1411236
高速信号线\FFC-L-10-KP-580-Z3\580\ROH",,,"增加重低音
add bass",,1306668,WIFI模块\MT7920TU_FT20\ROH,,,
2025/2/27,65Q60QUV,REFLOW,HuangDao,13538,65Q60QUV13538,420935,/,/,/,MT9603BAATAC,是,424087,液晶屏\HD650K1U51-T0L5B1\S0\GM\ROH,液晶屏面板\T650QVN07.5\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"417414
TCON-ZJ贴片单元\RSAG2.908.51831-01TP\ROH",68pin(1250761),,,"420953
转接板组件\RSAG2.908.51470-02\ROH
wifi遥控合一模块","1412826
高速信号线\FFC-L-30KP-405-Z4\405\ROH
多合一模块连接线",,,1306668,WIFI模块\MT7920TU_FT20\ROH,,,
2025/2/27,50Q72QUF,REFLOW,HuangDao,13538,50Q72QUF13538,421736,/,/,/,MT9026EAATBC,是,426246,液晶屏\HD500J3U52-T0L5\S1\GM\ROH,液晶屏面板\T500QVN04.1\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"413899
TCON-ZJ贴片单元\RSAG2.908.51831TP\ROH",68pin(1250761),,,"422562
转接板组件\RSAG2.908.51470-03\ROH
四合一模块","1410976
高速信号线\FFC-V-30-KP-530-Z4\530\ROH
四合一线",,,1306668,WIFI模块\MT7920TU_FT20\ROH,,,
2025/3/6,65Q60QUF,REFLOW,HuangDao,13538,65Q60QUF13538,422168,/,/,/,MT9026EAATBC,是,424088,液晶屏\HD650K1U51-T0L5B1\S1\GM\ROH,液晶屏面板\T650QVN07.5\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"417414
TCON-ZJ贴片单元\RSAG2.908.51831-01TP\ROH",68pin(1250761),,,,,,,1306668,WIFI模块\MT7920TU_FT20\ROH,,,
2025/3/6,50Q72QUV,REFLOW,HuangDao,13538,50Q72QUV13538,427609,/,/,/,主控IC\MT9603EAATAC\TP\JK\ROH,是,424819,液晶屏\HD500J3U52-T0L5\S0\GM\ROH,液晶屏面板\T500QVN04.1\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"413899
TCON-ZJ贴片单元\RSAG2.908.51831TP\ROH",68pin(1250761),"424716
转接板组件\RSAG2.908.13888-16\ROH
远场遥控板wifi多合一板","1410211
高速信号线\FFC-T-30KP-664-Z4\664\ROH
四合一小板线",,,,,,,,,
2025/3/6,65A60QUV,3 IN 1,HuangDao,53149,65A60QUV53149,423119,640,32,5.00%,主控IC\MT9603BAATAC\TP\ROH,是,425532,液晶屏\HD650K1U72-T0L3K1B2\S0\GM\ROH,液晶屏面板\HV650QUB-F72\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"343804
TCON-ZJ贴片单元\RSAG2.908.11538-07TP\ROH",68pin(1250761),,,"425567
转接板组件\RSAG2.908.51470-08\ROH","1413096
高速信号线\FFC-T-30KP-320-Z4-1\320\ROH",,,1265032,WIFI模块\TX7663BU51T\ROH,,,
2025/3/6,75A60QUV,3 IN 1,HuangDao,53230,75A60QUV53230,424869,643,33,5.13%,主控IC\MT9603BAATAC\TP\ROH,是,425516,液晶屏\HD750K1U71-T0L3B2\S0\GM\ROH,液晶屏面板\HV750QUB-F92\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"410579
TCON-ZJ贴片单元\RSAG2.908.51637TP\ROH",68pin(1250761),,,,,,,,,,,
2025/3/13,43A40QUF,3 IN 1,JiangMen,53011,43A40QUF53011,420093,697,20,2.87%,主控IC\MT9026PAATAB\TP\JK\ROH,是,420980,液晶屏\JHD425K1F51-T0L1\S0\GM\ROH\广,液晶屏面板\T430HVN01.2\JK\GM\ROH,友达(AUO),2*60pin(Mini LVDS),MINI LVDS,Mini06,FHD-60_2_1,/,60pin(FB0301018427),,,,,,,,,,,
2025/3/13,43Q60QUF,3 IN 1,JiangMen,53401,43Q60QUF53401,424666,644,28,4.35%,主控IC\MT9026EAATBC\TP\JK\ROH,是,422584,屏\HD425Y1U53-T0LHK5\S0\GM\ROH\广,液晶屏面板\T430QVN04.1\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"423211
TCON-ZJ贴片单元\RSAG2.908.51831-03TP\ROH",68pin(1250761),,,,,the jig is the same as 13684,,,,,,
2025/3/13,32A40QUF,3 IN 1,JiangMen,53010,32A40QUF53010,420925,570,19,3.33%,主控IC\MT9026PAATAB\TP\JK\ROH,否,421167,液晶屏\JHD315K1F71-TXL4\S0\GM\ROH\广,液晶屏面板\HV320FHB-F41\GM\ROH,京东方(BOE),51pin(LVDS),2K LVDS,/,/,/,51pin(FB0301004900),,,,,,"417379
拾音MIC板组件\RSAG2.908.52894\ROH",,,,,
2025/3/13,85Q70QUF,REFLOW,HuangDao,52936,85Q70QUF52936,427516,/,/,/,主控IC\MT9025GAFTAB,是,424725,液晶屏\HD850H1U52-T0LS\S0\GM\ROH,液晶屏面板\T850QVN03.7\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"413340
TCON-ZJ贴片单元\RSAG2.908.13222-01TP\ROH",68pin(1250761),,,,,,,1265032,WIFI模块\TX7663BU51T\ROH,,,
2025/3/20,50A50QSV,3 IN 1,JiangMen,52063,50A50QSV52063,424875,742,33,4.45%,主控IC\NT72690TBG-8H/W\TP\JK\ROH,是,424699,液晶屏\JHD500H1U92-T0L1K3\S0\GM\ROH\广,液晶屏面板\CV500U5-L04-V02\GM\ROH,彩虹光电(CHOT),1*60pin(PTP),4K VB1,/,11479,/,60pin(FB0301018427),,,,,,,1265032,WIFI模块\TX7663BU51T\ROH,,,
2025/3/20,55Q70QUA,3 IN 1,HuangDao,52926,55Q70QUA52926,424069,1034,32,3.09%,主控IC\NT72690TBG-8H/W\TP\JK\ROH,是,424100,液晶屏\HD550H1U52-T0LH\S0\GM\ROH,液晶屏面板\T550QVN10.8\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"420654
TCON-ZJ贴片单元\RSAG2.908.53124-01TP\ROH",68pin(1250761),"333401
远程拾音MIC板组件\RSAG2.908.12678\ROH","1319624
高速信号线\FFC-L-10KP-300-Z2\300\ROH",,,,,1265032,WIFI模块\TX7663BU51T\ROH,,,
2025/3/27,100U61QUF,REFLOW,HuangDao,52936,100U61QUF52936,424335,/,/,/,主控IC\MT9025GAFTAB\TP\ROH,否,424757,液晶屏\HD100J3U61-TBL4\S1\GM\ROH,液晶屏面板\PTA00GT03-1\GM\ROH,惠科(HKC),41pin+51pin(VB1),4K VB1,/,/,/,41pin(1220743)+51pin(FB0301004900),,,,,"增加重低音
add bass",,1265032,WIFI模块\TX7663BU51T\ROH,,,
2025/3/27,75Q60QUV,REFLOW,HuangDao,13538,75Q60QUV13538,420935,/,/,/,主控IC\MT9603BAATAC\TP\ROH,是,424072,液晶屏\HD750K1U41-T0L5B1\S1\GM\ROH,液晶屏面板\JR745R3HD0Y\GM\ROH,夏普(SDP),1*68pin(PTP),4K VB1,/,11477,"418778
TCON-ZJ贴片单元\RSAG2.908.52995TP\ROH",68pin(1250761),,,"420953
转接板组件\RSAG2.908.51470-02\ROH
wifi遥控合一模块","1412212
高速信号线\FFC-30KP-440-Z4\440\ROH",,,,,,,
2025/3/27,55A50QSV,3 IN 1,HuangDao,53404,55A50QSV53404,425705,664,24,3.61%,主控IC\NT72690TBG-8H/W\TP\JK\ROH,是,423958,液晶屏\HD550K1U51-T0L3\S0\GM\ROH,液晶屏面板\T550QVN10.0\JK\GM\ROH,友达(AUO),1*68pin(PTP),4K VB1,/,11477,"284901
TCON-ZJ贴片单元\RSAG2.908.10595-03TP\ROH",68pin(1250761),,,"425329
转接板组件\RSAG2.908.51470-07\ROH
四合一模块 非远场","1413096
高速信号线\FFC-T-30KP-320-Z4-1\320\ROH",,,,,,,
2025/3/27,65A50QSV,3 IN 1,HuangDao,53334,65A50QSV53334,425677,720,32,4.44%,主控IC\NT72690TBG-8H/W\TP\JK\ROH,是,425546,液晶屏\HD650K1U72-T0L3K1B2\S1\GM\ROH,液晶屏面板\HV650QUB-F72\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"343804
TCON-ZJ贴片单元\RSAG2.908.11538-07TP\ROH",68pin(1250761),,,"425329
转接板组件\RSAG2.908.51470-07\ROH
四合一模块 非远场","1413096
高速信号线\FFC-T-30KP-320-Z4-1\320\ROH",,,,,,,
2025/4/3,100Q72QUF,REFLOW,HuangDao,52936,100Q72QUF52936,424658,/,/,/,主控IC\MT9025GAFTAB\TP\ROH,否,424976,液晶屏\HD100J3U61-TBL5\S0\GM\ROH,液晶屏面板\PTA00GT03-1\GM\ROH,惠科(HKC),41pin+51pin(VB1),4K VB1,/,/,/,41pin(1220743)+51pin(FB0301004900),,,"422562
转接板组件\RSAG2.908.51470-03\ROH
四合一模块",,"增加重低音
add bass",,,,,,
2025/4/3,75Q72QUF(0002),REFLOW,HuangDao,52936,75Q72QUF(0002)52936,427636,/,/,/,主控IC\MT9025GAFTAB\TP\ROH,是,428878,液晶屏\HD750J3U63-T0L5\S0\GM\ROH,液晶屏面板\PT750GT02-8\GM\ROH,惠科(HKC),1*68pin(PTP),4K VB1,/,11477,"421490
TCON-ZJ贴片单元\RSAG2.908.53128-01TP\ROH",68pin(1250761),,,"422562
转接板组件\RSAG2.908.51470-03\ROH
四合一模块 非远场","1411978
高速信号线\FFC-V-30KP-800-Z4\800\ROH",,"417379
拾音MIC板组件\RSAG2.908.52894\ROH",1306668,WIFI模块\MT7920TU_FT20\ROH,,,
2025/4/7,65C350NUF,REFLOW,HuangDao,13538,65C350NUF13538,411599,/,/,/,主控IC\MT9026EAATBC\TP\JK\ROH,是,412989,液晶屏\HD650H1U73-T0L1B6\S2\GM\ROH,液晶屏面板\HV650QUB-F72\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"343804
TCON-ZJ贴片单元\RSAG2.908.11538-07TP\ROH",68pin(1250761),,,,,,,1281346,WIFI模块\DCT2JM2001\ROH,,,
2025/4/7,50C350NUF,3 IN 1,JiangMen,13684,50C350NUF13684,412544,639,27,4.23%,主控IC\MT9026EAATBC\TP\JK\ROH,是,414835,液晶屏\JHD500H1U91-T0L2K3\S0\GM\ROH\广,液晶屏面板\CV500U2-L01-V02\JK\GM\ROH,彩虹光电(CHOT),1*60pin(PTP),4K VB1,/,11479,/,60pin(FB0301018427),,,,,,,,,,,
2025/4/12,75C350NUF,REFLOW,HuangDao,13538,75C350NUF13538,411599,/,/,/,主控IC\MT9026EAATBC\TP\JK\ROH,是,417054,液晶屏\HD750H1U71-T0L4K1\S1\GM\ROH,液晶屏面板\HV750QUB-F92\GM\ROH,京东方(BOE),1*68pin(PTP),4K VB1,/,11477,"333442
TCON-ZJ贴片单元\RSAG2.908.12360-05TP\ROH",68pin(1250761),,,,,,,,,,,
2025/4/12,85C350NUF,REFLOW,HuangDao,13538,85C350NUF13538,415395,/,/,/,主控IC\MT9026EAATBC\TP\JK\ROH,是,415038,液晶屏\HD850H1U62-T0L6KTB1\S0\GM\ROH,液晶屏面板\PT850GT02-C\GM\ROH,惠科(HKC),1*68pin(PTP),4K VB1,/,11477,"412181
TCON-ZJ贴片单元\RSAG2.908.51696TP\ROH",68pin(1250761),,,,,,,1281346,WIFI模块\DCT2JM2001\ROH,,,
2025/4/21,85Q60QUV,REFLOW,HuangDao,13538,85Q60QUV13538,424946,/,/,/,主控IC\MT9603BAATAC\TP\ROH,否,425684,液晶屏\HD850H1U51-TBLFB1\S1\GM\ROH,液晶屏面板\T850QVN03.4\JK\GM\ROH,友达(AUO),51pin(VB1),4K VB1,/,/,"351766
TCON板贴片单元\RSAG2.908.12858-02TP\ROH",51pin(FB0301004900),,,,,,,,,,,
2025/5/1,100Q60QUF,REFLOW,HuangDao,52936,100Q60QUF52936,429934,/,/,/,主控IC\MT9025GAFTAB\TP\ROH,否,430252,液晶屏\HD100J3U61-TBLA\S0\GM\ROH,液晶屏面板\PTA00GT03-1\GM\ROH,惠科(HKC),41pin+51pin(VB1),4K VB1,/,/,/,41pin(1220743)+51pin(FB0301004900),,,"422562
转接板组件\RSAG2.908.51470-03\ROH
四合一模块 非远场","1413450
高速信号线\FFC-T-30KP-1130-Z4\1130\ROH","增加重低音
add bass",,425567,"转接板组件\RSAG2.908.51470-08\ROH
WiFi遥控按键三合一板",,,
2025/5/5,100U85QUA,REFLOW,HuangDao,52073,100U85QUA52073,419806,/,/,/,主控IC\MT9655BAATAC\TP,否,419388,液晶屏\HD100J3U73-TAL1\S0\GM\ROH,液晶屏面板\HF100QUB-E22 Rev2.0\GM\ROH,京东方(BOE),41pin+51pin(VB1),4K VB1,/,/,/,41pin(1220743)+51pin(FB0301004900),"417379
拾音MIC板组件\RSAG2.908.52894\ROH","1410743
高速信号线\FFC-L-10-KP-960-Z2\960\ROH",,,"增加DP、重低音、天空音、环绕音功能
add bass/Ceiling sound/Surround sound/DP
RKP",,,,,,
2025/5/9,100U61QUA,REFLOW,HuangDao,52936,100U61QUA52936,420875,/,/,/,主控IC\MT9618GADTAB\TP\ROH,否,424059,液晶屏\HD100J3U61-TBL4\S0\GM\ROH,液晶屏面板\PTA00GT03-1\GM\ROH,惠科(HKC),41pin+51pin(VB1),4K VB1,/,/,/,41pin(1220743)+51pin(FB0301004900),"333401
远程拾音MIC板组件\RSAG2.908.12678\ROH","1410743
高速信号线\FFC-L-10-KP-960-Z2\960\ROH",,,"增加重低音
add bass","417379
拾音MIC板组件\RSAG2.908.52894\ROH",1306668,WIFI模块\MT7920TU_FT20\ROH,,,
2025/5/22,40Q40QUF,3 IN 1,JiangMen,53011,40Q40QUF53011,428662,671,18,2.68%,主控IC\MT9026PAATAB\TP\JK\ROH,是,435593,液晶屏\JHD400K1F01-T0L3\S0\GM\ROH\广,液晶屏面板\V400HJB-P03-CG\GM\ROH,群创(INX),1*68pin(Mini LVDS),MINI LVDS,Mini20,ZH-MINI-FHD-68_1_1,/,68pin(1250761),,,,,,,1265032,WIFI模块\TX7663BU51T\ROH,,,
2025/5/22,43A40QUR,3 IN 1,JiangMen,TPD.T950R4T.PB701,43A40QURTPD.T950R4T.PB701,CVTE,/,/,/,外购板卡,是,441053,液晶屏\JHD425K1F61-T0L1\S0\GM\ROH\广,液晶屏面板组件\CT430CT05-2\TL\WF\GM\ROH,惠科(HKC),51pin(MiniLVDS),MINI LVDS,Mini25,ZH-mini-fhd_51,/,51pin(FB0301004900),,,,,,,1265032,WIFI模块\TX7663BU51T\ROH,,,
2025/6/5,85A60QUV,REFLOW,HuangDao,13538,85A60QUV13538,434755,/,/,/,主控IC\MT9603BAATAC\TP\ROH,是,437144,液晶屏\HD850K1U51-TAL3\S0\GM\ROH,液晶屏面板\T850QVN03.4\JK\GM\ROH,友达(AUO),51pin(VB1),4K VB1,/,/,/,51pin(FB0301004900),,,"420953
转接板组件\RSAG2.908.51470-02\ROH
wifi遥控合一模块",高速信号线\FFC-T-30-KP-580-Z4\580\ROH,,,,,,,
2025/6/6,HL7NPRO,REFLOW,HuangDao,13148,HL7NPRO13148,361570,/,/,/,,,,,,,,Laser TV,,,,,,,,,激光电视 laser TV,,1261585,WIFI模块\MW402\ROH,,,
2025/6/6,PX3NU,REFLOW,HuangDao,13677,PX3NU13677,359257,/,/,/,,,,,,,,Laser TV,,,,,,,,,激光电视 laser TV,,,,,,
2025/6/11,75A60QUR,3 IN 1,HuangDao,53142,75A60QUR53142,428070,647,36,5.56%,主控IC\MT9010PAATDA\TP\ROH,是,426189,液晶屏\HD750K1U41-T0L6\S0\GM\MCKD3A\ROH,液晶屏面板\JR745R3HD0Y\GM\ROH,夏普(SDP),1*68pin(PTP),4K VB1,/,11477,"424823
TCON-ZJ贴片单元\RSAG2.908.52995-01TP\ROH",68pin(1250761),,,,,,,,,,,
2025/6/11,55S7NUA,REFLOW,HuangDao,51256,55S7NUA51256,404157,/,/,/,主控IC\MT9618GABTAB\TP\JK\ROH,是,409062,液晶屏\HE550X3U61-T0L1\S0\GM\ROH,液晶屏面板\PT550GT06-C\GM\ROH,惠科(HKC),1*68pin(PTP),4K VB1,/,11477,"350705
TCON-ZJ贴片单元\RSAG2.908.12944-03TP\ROH",68pin(1250761),,,,,"增加天空音、毫米波雷达功能
add ceiling sound/millimeter-wave radar (MWR) sound
1402052 通用射频模块\R601T3R01",,,,,,
2025/6/11,HL7N,REFLOW,HuangDao,13148,HL7N13148,361583,/,/,/,,,,,,,,Laser TV,,,,,,,,,激光电视 laser TV,,,,,,
2025/6/11,HL7NULTRA,REFLOW,HuangDao,13148,HL7NULTRA13148,359811,/,/,/,,,,,,,,Laser TV,,,,,,,,,激光电视 laser TV,,,,,,
2025/6/12,43A40QUR(0002),3 IN 1,JiangMen,TPD.T950R4T.PB701,43A40QUR(0002)TPD.T950R4T.PB701,CVTE,/,/,/,外购板卡,是,1151983,液晶屏\JHD425K1F51-T0L1\S2\GM\ROH\广,液晶屏面板\T430HVN01.2\JK\GM\ROH,友达(AUO),2*60pin(Mini LVDS),MINI LVDS,Mini08,FHD-60_2_1,/,60pin(FB0301018427),,,,,,,,,,,
